full_text,favorite_count,retweet_count,created_at,cleaned_text,translated_text
@Yoechan_ @DolfieOtay @TrioKw3kkw3k__ @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @P3n99u94t_ @OktermanLkmn @se_raden997370 @PahetKopi28207 @Jatayu_45back @4nw4r__84 @WartegPerjuang1 @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun @SiTukangUtang_0 @Sumanto59653397 @RENIEKA2012 @Amans4 @Enggang_Kaltim @dankelha @KiYang4343 @toniwahyudi21 @NawawiAlMaroni @RusdiridwanS @abah_mumtaz @dewimajid4 @syeifm @ManusiaBumi2_ @MentriGoblok35 @OdriSeva @irawanjayakarta #DicariPolisiJujur #DicariPolisiJujur @InonkIskandar88 @theblackmagican @ILHAM2504 @Yak_An5 @Ccindydd86Cindy @Br0m0c0r4hC4we2 @ade_rusmaya @sumpanto @Andi00583950 @br2_joan @zal_4d3k 8. RBS pegang peran penting dalam korupsi Timah 300 T https://t.co/u0o3lYaTLC,22,18,Sun Jun 02 01:24:25 +0000 2024,rb pegang peran korupsi timah t,tapera hr canceled mega tin corruption revealed money owned by mahfud md sekitar t law against corruption handling asabri jiwasraya banso ash for presidential election t
@Yoechan_ @DolfieOtay @TrioKw3kkw3k__ @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @P3n99u94t_ @OktermanLkmn @se_raden997370 @PahetKopi28207 #DicariPolisiJujur #DicariPolisiJujur @Jatayu_45back @4nw4r__84 @WartegPerjuang1 @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun 2. Korupsi Timah mencapai 300 T https://t.co/HQn7NLsdnV,19,19,Sun Jun 02 01:12:58 +0000 2024,korupsi timah mencapai t,Herviano PDIP dragged into tin corruption
#ILC &gt;&gt; GEGER!! ANGGOTA DENSUS DICIDUK POM TNI KARENA MENGUNTIT JAMPIDSUS!! APA YANG TERJADI DI BALIK INI? ADAKAH HUBUNGAN DENGAN KORUPSI TIMAH 300T? // TONTON SEKARANG YOUTUBE ILC https://t.co/CJ33a8I2eC https://t.co/nXPUdkY4Xu,13,13,Sun Jun 02 01:11:53 +0000 2024,gtgt geger anggota densu diciduk pom tni menguntit jampidsu adakah hubungan korupsi timah t tonton youtub ilc,rb holds the role of tin corruption t
Wow jenderal polisi berinial B terlibat korupsi timah Nilainya fantastis sekarang 300 T‼️ https://t.co/EgKNNpPyUd,769,402,Sun Jun 02 00:51:07 +0000 2024,wow jender polisi berini b terlibat korupsi timah nilainya fantasti t,tin corruption reaches t
Tapera hrs dibatalkan. Kenapa? 1. Ada mega korupsi Timah yg belum terungkap. 2. Ada uang yg tak bertuan kata Mahfud MD kisaran 345 T. 3. Hukum belum bisa lawan korupsi. 4. Penanganan kasus Asabri Jiwasraya masih abu2. 5. Ada bansos utk pilpres jumlahnya 471 T belum jelas,15,7,Sun Jun 02 00:47:33 +0000 2024,tapera hr dibatalkan mega korupsi timah yg terungkap uang yg bertuan mahfud md kisaran t hukum lawan korupsi penanganan asabri jiwasraya abu banso utk pilpr t,Christmas turns trend topic tapera kaesang nyagub t corruption tin fake gold antem
@CNNIndonesia Belum mau Natalan masih jauh.. ini pasti belokin trending topik soal Tapera Kaesang nyagub 300T korupsi timah emas palsu Antem.,0,0,Sun Jun 02 00:43:20 +0000 2024,natalan belokin trend topik tapera kaesang nyagub t korupsi timah ema palsu antem,"what do the people do, don't chase corruption money, pursue corruption, chase customs and excise"
@5teV3n_Pe9eL Kerja opo rakyat kecil jgn di peras pak uang hasil korupsi yg di kejar korupsi timah emas antam bea cukai itu yg di kejar ,0,0,Sat Jun 01 22:43:56 +0000 2024,kerja opo rakyat jgn pera uang hasil korupsi yg kejar korupsi timah ema antam bea cukai yg kejar,diverting the issue of the Deputy Governor's corruption in OIA and the broadcasting bill
@kegblgnunfaedh pengalihan isu wagub dan korupsi timah kah oia ama RUU penyiaran,0,0,Sat Jun 01 22:17:50 +0000 2024,pengalihan isu wagub korupsi timah kah oia ama ruu penyiaran,"Tadpoles are becoming a tool to divert attention to the current hot issue of CSI, Tapera, Tin Corruption, Ema, Selling Religion, a Form of Public Ignorance"
#ILC &gt;&gt; GEGER!! ANGGOTA DENSUS DICIDUK POM TNI KARENA MENGUNTIT JAMPIDSUS!! APA YANG TERJADI DI BALIK INI? ADAKAH HUBUNGAN DENGAN KORUPSI TIMAH 300T? // TONTON SEKARANG YOUTUBE ILC https://t.co/CJ33a8I2eC https://t.co/u9v8EbdTx2,217,80,Sat Jun 01 22:10:59 +0000 2024,gtgt geger anggota densu diciduk pom tni menguntit jampidsu adakah hubungan korupsi timah t tonton youtub ilc,"Tadpoles are becoming a tool to divert attention to the current hot issue of CSI, Tapera, Tin Corruption, Ema, Selling Religion, a Form of Public Ignorance"
@ch_chotimah2 Kecebong lg jd alat pengalihan issue CSIS yg LG rame skrg Tapera korupsi timah dan emas dia malah jualan agama lagi ini bentuk pembodohan masyarakat!,2,0,Sat Jun 01 21:16:05 +0000 2024,kecebong lg jd alat pengalihan issu csi yg lg rame skrg tapera korupsi timah ema jualan agama bentuk pembodohan masyarakat,Rame tapera corruption tin ema eh tadpole selling religion diversion of issues fooling the public stupid
@ch_chotimah2 @jokowi Lagi rame Tapera korupsi timah dan emas eh ini kecebOng jualan agama lagi pengalihan issue pembodohan masyarakat ! Bego !,0,0,Sat Jun 01 21:12:45 +0000 2024,rame tapera korupsi timah ema eh kecebong jualan agama pengalihan issu pembodohan masyarakat bego,interests that are disturbed eradication of corruption tin trillion late gu gur
@ike_hw71 Jangan2 kecipratan uang dari korupsi PT Timah ??,2,0,Sat Jun 01 20:19:47 +0000 2024,kecipratan uang korupsi pt timah,"wow this police gender is involved in tin corruption, the value is fantastic t"
@kompascom Apakah ada kepentingan Seseorang yg Terganggu Oleh Pemberantasan Korupsi Timah 261 Triliun..? @DivHumas_Polri @ListyoSigitP @Jokowi @DPR_RI Benar Kata Alm Gus Gur.. !?,0,0,Sat Jun 01 18:45:16 +0000 2024,kepentingan yg terganggu pemberantasan korupsi timah triliun alm gu gur,PT Timah corruption money splash
@Anak__Ogi @jokowi @erickthohir @AntoniusCDN @Aryprasetyo85 @bevan_hanie @kenhans03 @NgkongRoses @denni_sauya @seruanhl Salut pd Erik yg mampu mengangkat prestasi PSSI sampai pd level asia. Tp jika pd kasus korupsi timah dia terbukti terlibat/ bersalah dan ikut sbg penerima manfaat mk koruptor adl tetap koruptor harus dihukum.,0,0,Sat Jun 01 18:24:15 +0000 2024,salut pd erik yg mengangkat prestasi pssi pd level asia tp pd korupsi timah terbukti terlibat bersalah sbg penerima manfaat mk koruptor adl koruptor dihukum,"salute to erik who raised pssi's achievements at the asian level but in tin corruption it was proven that he was involved and was guilty as a beneficiary, so corruptors are corruptors who are punished"
@ike_hw71 @kemenkeu @PDI_Perjuangan @Adiprayitno_20 @ferdinand_mpu @Dennysiregar7 @ekokuntadhi1 Jangan2 itu duit dari korupsi Timah ya ?,0,0,Sat Jun 01 17:32:24 +0000 2024,duit korupsi timah ya,tin corruption money yeah
Korupsi Fantastis Tata Niaga Timah | Berita Terkini Independen Terpercaya - KBR https://t.co/z8WJCbaMtD,0,0,Sat Jun 01 17:15:34 +0000 2024,korupsi fantasti tata niaga timah berita terkini independen terpercaya kbr,corruption fantastic tin trade latest news independent trusted kbr
KD dan Suami Diperiksa Kejagung Terkait Kasus Korupsi Timah https://t.co/O6LpiGaD33,0,0,Sat Jun 01 16:58:55 +0000 2024,kd suami diperiksa kejagung terkait korupsi timah,boy babbles about corruption president jokowi corruption nasdem party ministers arrested for corruption pt tin corrupt president former CEO is someone outside president jokowi babbles about who is drunk end
@DowatiW55368 @IDeph13 BOY JANGAN ASAL BACOT. YANG KORUPSI BUKAN PRESIDEN JOKOWI. YANG KORUPSI MENTERI2 DARI PARTAI NASDEM YG SUDAH DITANGKAP. KORUPSI PT TIMAH BUKAN PRESIDEN JUGA YG KORUP TETAPI PARA MANTAN DIRUTNYA DAN BANYAK ORANG DILUAR PRESIDEN JOKOWI. JANGAN BACOT YG LAIN LAGI YA DRUN. END.,0,0,Sat Jun 01 16:51:45 +0000 2024,boy bacot korupsi presiden jokowi korupsi menteri partai nasdem yg ditangkap korupsi pt timah presiden yg korup mantan dirutnya orang diluar presiden jokowi bacot yg ya drun end,KD husband questioned by Attorney General regarding tin corruption
Bener bnget pas berita nya vina viral udah sadar ini menutupi kasus korupsi timah tu,0,0,Sat Jun 01 16:07:37 +0000 2024,bener bnget pa berita nya vina viral udah sadar menutupi korupsi timah tu,Is it true that the news that Vina went viral is that she is aware that she is covering up the tin corruption?
kok bisa kasusnya Vina meledak dan dibahas dimana2 sebegitunya ya curiga kasus Vina ini buat nutupin kasus korupsi timah deh,1,0,Sat Jun 01 16:04:43 +0000 2024,kasusnya vina meledak dibaha dimana sebegitunya ya curiga vina nutupin korupsi timah deh,"Vina's case exploded everywhere, so it's suspected that Vina is covering up tin corruption."
@svcehn @voidotid Ahlinya korupsi timah.,0,0,Sat Jun 01 16:02:21 +0000 2024,ahlinya korupsi timah,tin corruption expert
Kasus yg sudah 8 tahun diangkat pas ketika kasus korupsi timah dan nikel yg dibenturkan antara kejagung dan densus88 sedang akting. Tujuannya apa?,1,0,Sat Jun 01 15:54:32 +0000 2024,yg diangkat pa korupsi timah nikel yg dibenturkan kejagung densu akt tujuannya,"which was raised in the tin nickel corruption case that was brought against the Attorney General's Office, Densu Akt, its purpose"
Tiga hal yang lagi ramai di media sosial yaitu 1. Kasus pembunuhan Vina Cirebon; 2. Kasus korupsi PT Timah tbk; dan 3. Penguntitan Brimob ke Kejagung. Bagaimanakah ujung dari ketiga hal tersebut yang berhasil menjadi konsentrasi masyarakat Indonesia.,1,0,Sat Jun 01 15:48:38 +0000 2024,ramai media sosial pembunuhan vina cirebon korupsi pt timah tbk penguntitan brimob kejagung ujung ketiga berhasil konsentrasi masyarakat indonesia,robert bonosusatya touched by alleged tin corruption
Robert Bonosusatya Tak Tersentuh di Kasus Dugaan Korupsi Timah Kok Bisa? https://t.co/YVwqEOMgwv,0,0,Sat Jun 01 08:58:50 +0000 2024,robert bonosusatya tersentuh dugaan korupsi timah,social media is abuzz with the murder of vina cirebon corruption of pt tin tbk stalking of the mobile brigade attorney general's office the third end is successful in concentrating on the Indonesian people
Viral 300 T di X Nilai Kerugian Negara hingga Daftar 22 Tersangka Kasus Korupsi Timah https://t.co/Pu0Je7ItDe #TempoMetro,3,2,Sat Jun 01 08:54:05 +0000 2024,viral t x nilai kerugian negara daftar tersangka korupsi timah,other countries no pancasila straight ajamalah communist countries no corruption people samp tin
intimidasi dari anggota densus 88 &amp; pengepungan kantor kejaksaan oleh brimob itu sudah indikasi kuat ada beking korupsi timah di tubuh Polri. @KejaksaanRI jangan kaya orang bego bongkar saja dengan jujur @DivHumas_Polri @ListyoSigitP @jokowi @KSPgoid @DPR_RI @KomisiKejaksaan,0,0,Sat Jun 01 08:35:55 +0000 2024,intimidasi anggota densu amp pengepungan kantor kejaksaan brimob indikasi kuat beke korupsi timah tubuh polri kaya orang bego bongkar jujur,"The greed of several retired officials who backed up the corruption of tin worth Rp. t, traitors to the Sapta Marga, repent, death will take you"
@kumparan negara laen gada pancasila lurus-lurus aja...malah yang katanya negara komunis gada korupsi bansos sampe timah,0,0,Sat Jun 01 08:31:38 +0000 2024,negara laen gada pancasila lurusluru ajamalah negara komuni gada korupsi banso samp timah,"the greed of some retired individuals who back up the splash of tin corruption worth Rp. t traitors to the Sapta Marga repent, gender, death takes you"
Pandji: Jokowi Makin Ugal-ugalan!! Mens Rea Selebriti Cuci Uang Korupsi Timah | #SPEAKUP https://t.co/Q9cRS1adUs,0,0,Sat Jun 01 08:30:35 +0000 2024,pandji jokowi ugalugalan men rea selebr cuci uang korupsi timah,Attorney General's Office examines Arti Sandra Dewi's younger sister in connection with Bogor tin corruption
@kompascom Partai yg legal dijamin UU dan Pemerintah aja mau dibegal apalagi cuma Uang Rakyat yg gak ada jaminan Perlindungan atau Jaminan Pertanggungjawaban raib pasti di KORUPSI! Noh Timah aja 300T dimaling Emas Antam 109 Ton Asabri Taspen ? Masih kurang ap makan yg haram!?,1,0,Sat Jun 01 08:21:29 +0000 2024,partai yg legal dijamin uu pemerintah aja dibeg uang rakyat yg gak jaminan perlindungan jaminan pertanggungjawaban raib korupsi noh timah aja t dimal ema antam ton asabri taspen ap makan yg haram,viral t x value of state losses list of suspects in tin corruption
@MichelAdam7__ Luar biasa rakusnya bbrp oknum Purn.Jenderal yg ikut memback-up dan kecipratan Korupsi Timah senilai Rp.300 T. Penghianat Sapta Marga. Ber tobatlah Jenderal sebelum ajal merenggutmu,15,0,Sat Jun 01 08:19:53 +0000 2024,rakusnya bbrp oknum purnjender yg membackup kecipratan korupsi timah senilai rp t penghianat sapta marga ber tobatlah jender ajal merenggutmu,your birth your grain meaning betrayed happy birth pancasila june
Kejagung Periksa Adik Artis Sandra Dewi Terkait Kasus Korupsi Timah https://t.co/8hugcTIonl lewat @Koran Bogor,0,0,Sat Jun 01 08:19:19 +0000 2024,kejagung periksa adik arti sandra dewi terkait korupsi timah bogor,"Chinese people don't dare to do corruption in China because they are sentenced to death by the Attorney General's Office, Hendri Lie's profile, a tin suspect"
Hari Ini adalah hari lahir mu Namun Butir dan makna mu telah banyak dikhianati Selamat Hari Lahir Pancasila 1 Juni 2024. #savepegi #KorupsiTimah #Antamgold #asaltangkap #Tukarkepala,0,0,Sat Jun 01 08:16:34 +0000 2024,lahir mu butir makna mu dikhianati selamat lahir pancasila juni,"intimidation of Densu members & the siege of the Brimob prosecutor's office is a strong indication of corruption leading to the police body, rich stupid people are exposing their honesty"
Bola Liar Kasus Mega Korupsi PT Timah Di Kejagung Soroti Kinerja KPK Tangani PGN | INDEPTH: Dua petingga PT Perusahaan Gas Negara atau PGN diduga terseret ke dalam kasus korupsi. Atas hal itu KPK didesak https://t.co/gVBWGxPFJ1 #CumiCamVideo Baca di https://t.co/QwXHoKTU1A https://t.co/eXwwloY0ru,0,0,Sat Jun 01 08:13:37 +0000 2024,bola liar mega korupsi pt timah kejagung soroti kinerja kpk tangani pgn indepth petingga pt perusahaan ga negara pgn diduga terseret korupsi kpk didesak baca,Pandji Jokowi is reckless and reassures celebrities about money laundering corruption of tin
Orang Cina gak berani korupsi di negara Cina krn bisa dihukum mati Mau Ditangkap Kejagung Ini Profil Hendry Lie Tersangka Kasus Timah https://t.co/O2erQzPkjK,0,0,Sat Jun 01 08:01:45 +0000 2024,orang cina gak berani korupsi negara cina krn dihukum mati ditangkap kejagung profil hendri lie tersangka timah,the emergence of the issue of private equity that is covered by a repeated pattern of corruption tapera ema corruption tin decision why is the fatwa repeated
Penyidik Jampidsus Belum Sentuh Orang Berinisial RBS di Korupsi Timah MAKI Akan gugat Praperadilan https://t.co/9iTjkIPkoQ #TempoMetro,5,1,Sat Jun 01 07:51:02 +0000 2024,penyidik jampidsu sentuh orang berinisi rb korupsi timah maki gugat praperadilan,the emergence of the issue of private equity that is covered by a repeated pattern of corruption tapera ema corruption tin decision why is the fatwa repeated
@Mdy_Asmara1701 Munculnya isu ginian artinya ada priatiwa yg mau ditutupi pola lama yg sering berulang Tapera Korusi emas Korupsi timah Putusan ma Ini kan soal lama ngapain diulang2 fatwanya,0,0,Sat Jun 01 07:48:40 +0000 2024,munculnya isu ginian priatiwa yg ditutupi pola yg berulang tapera korusi ema korupsi timah putusan ma ngapain diulang fatwanya,wild ball mega corruption pt tin attorney general highlights kpk performance handling pgn in-depth
@ardisatriawan Ubah peraturan. Uu tni. Uu polri. Tapera. Ukt. Gas isi kurang. Korupsi timah dan emas. Pajak naik. Subsidi dikurangi. Harga naik.,0,0,Sat Jun 01 07:40:13 +0000 2024,ubah peraturan uu tni uu polri tapera ukt ga isi korupsi timah ema pajak subsidi dikurangi harga,"change the regulation of the TNI law, the police law, the tapera UKT does not contain corruption, tin, gold, tax subsidies are reduced in price"
Bola Liar Kasus Mega Korupsi PT Timah Di Kejagung Soroti Kinerja KPK Tangani PGN | INDEPTH https://t.co/XPbi7bSobw,0,0,Sat Jun 01 06:58:10 +0000 2024,bola liar mega korupsi pt timah kejagung soroti kinerja kpk tangani pgn indepth,wild ball mega corruption pt tin attorney general's office highlights kpk performance handling pgn in-depth pgn pt perusahaan ga negara suspected of being dragged into corruption kpk urged to read
Pengalihan ISU PUTUSAN MA sama Korupsi TIMAH DAN EMAS PALSU ANTAM GINI AMAT NEGARA BNGST,0,0,Sat Jun 01 06:46:46 +0000 2024,pengalihan isu putusan ma korupsi timah ema palsu antam gini negara bngst,"diversion of the issue of the verdict on corruption of fake gold and tin Antam like this, the country is great"
@cnbcindonesia Ah kecil 32t mah pak lurah be like.. 500t buat investasi presiden selanjutnya.. 271t buat korupsi timah.. Ra ono opo opo..32t mah,1,0,Sat Jun 01 06:44:11 +0000 2024,ah t mah lurah be like t investasi presiden t korupsi timah ra ono opo opot mah,ah t mah lurah be like t investment president t corruption tin ra ono opo opot mah
Ini belum mikrin: - Isu perampasan tanah adat di Papua - korupsi SYL - kelanjutan mega korupsi timah - kelanjutan korupsi antam - PP ormas agama kelola tambang - pengawalan janji kampanye oke gas Sibuk banget jd rakyat boro2 mikirin pacaran https://t.co/M7YwkGnR7z,0,1,Sat Jun 01 06:44:10 +0000 2024,mikrin isu perampasan tanah adat papua korupsi syl kelanjutan mega korupsi timah kelanjutan korupsi antam pp orma agama kelola tambang pengawalan janji kampany oke ga sibuk banget jd rakyat boro mikirin pacaran,mikrin issue of Papuan customary land grabbing corruption syl continuation of mega tin corruption continuation of Antam corruption pp religious organizations manage mining escort campaign promises okay not too busy so the people don't think about dating
